text,user,created_at,timestamp,geo
Que voy con el Barcelona lo saben hasta en Camboya incluyendo al de la p...,Xexu794,2015-09-12 18:26:03,1442082363205,
"Torres le metio 9 goles al Barca ya, 1 con el Chelsea y 8 con el Atletico.",gonzaoro,2015-09-12 18:26:03,1442082363217,
#AtletiFCB aguante hoy se gana!!!!!!,elenzo90,2015-09-12 18:26:03,1442082363244,
Comienza el Atlético-Barcelona en la APP de @LaPelotaFM. Descárgala gratis en http://t.co/Q3wqMaCYTu. Mandanos un whatsapp al +34660839823,LaPelotaFM,2015-09-12 18:26:03,1442082363276,
Assisti o jogo do Real Madrid ojogo do Manchester united e agora vou assistir o jogo do Barcelona ✌✌😂,gaaaabrieell,2015-09-12 18:26:03,1442082363507,
"@hilale_2015 ❤ ريتويت لا تحرم غيرك ❤ 

#live

#برشلونة_اتليتكو_مدريد

↕↕ youtuob HD ↕↕
⚽ http://t.co/qLdjcppYMi ⚽

#Barcelona",kora4kora,2015-09-12 18:26:03,1442082363640,
"Atlético va Barcelona 
🙌🙌🙌🙌🙌🙌🙌🙌",SinarL,2015-09-12 18:26:04,1442082364046,
-Chiefs won. Manchester won. Atletico must win!!!,Beau_Q,2015-09-12 18:26:04,1442082364161,"{u'type': u'Point', u'coordinates': [-29.86418, 30.96561]}"
Gonna be a shitstorm for Luis Enrique if Barca don't win against Atleti. #Barcelona,MarcosDeleon96,2015-09-12 18:26:04,1442082364243,
Club Deportivo Horizonte de Bucay disputa un reñido partido con Barcelona Monte Sinaí #CopaHerbalife #Fedenador http://t.co/GIvY9hMJyh,FEDENADOR_,2015-09-12 18:26:04,1442082364246,
Atletico Madrid Barcelona maçı berabere bitmiş. İspanya'dan arkadaşım aradı az önce.,kforkaddafi,2015-09-12 18:26:04,1442082364511,
Se viene el duelo de la Jornada en La Liga... Atlético de Madrid vrs FC Barcelona... y los 3 ptos se van a Barcelona! #ViscaBarça,EdrPaiz,2015-09-12 18:26:04,1442082364941,
&amp; now the Atletico Madrid v Barcelona Game omg 😊,josecastro644,2015-09-12 18:26:05,1442082365336,
YA olm bu takım böyle oynamaya devam ederse atletico ve benfica'dan  5 yer ligde 4. olur,iboylcn,2015-09-12 18:26:05,1442082365930,
Ready to see this partidaso #AtletiFCB,charliesaboss,2015-09-12 18:26:06,1442082366005,
Vaya encuentro el que se avecina hoy en el Calderón entre los ultimos 2 campeones de Liga #AtletiFCB #LigaBBVA http://t.co/87aqa6CA8A,Sports_timeout,2015-09-12 18:26:06,1442082366016,
"Terrassa/ANDREA GUARRILLA, LO QUE DESEAN LOS HOMBRES! http://t.co/L5fpA0TFHx http://t.co/XwpqgSKuWd",mundosexanuncio,2015-09-12 18:26:06,1442082366563,
MINUTO A MINUTO: A. de Madrid vs. Barcelona (Por comenzar) http://t.co/NlbcRR77OH,growthsummit,2015-09-12 18:26:06,1442082366647,
Siga para o http://t.co/tNOAATOZ4K - Barcelona,NunoDRodrigues,2015-09-12 18:26:06,1442082366848,
"AAI, Atleti - Barcelona zonder LEO. Ik ben benieuwd",Faishizzle,2015-09-12 18:26:07,1442082367193,
BARRA LIBRE en Bonasera – Atletico de #Madrid vs #Barcelona FC http://t.co/pfkm0A7C7D,RvstaVenezolana,2015-09-12 18:26:07,1442082367237,
And now it’s time for Atlético Madrid vs. Barcelona on @beINSPORTSUSA,whatahowler,2015-09-12 18:26:07,1442082367322,
atletico v barcelona rojadirecta.me,MsbBirin1,2015-09-12 18:26:07,1442082367815,
#LigaBBVA | J3 | Min 0'| #Atlético 0-0 #Barcelona | En apenas instantes les llevaremos el minuto a minuto del partido.,ADNDeportes_,2015-09-12 18:26:08,1442082368414,
QUE O ATLETICO CONTINUE FREGUÊS DO BARCINHA,witnessofgaga,2015-09-12 18:26:08,1442082368823,
"Cinco minutos para que dé comienzo este gran duelo entre Atlético y Barcelona, los últimos dos campeones de Liga",ligaenred,2015-09-12 18:26:08,1442082368895,
"El Gran Café, un restaurante de antaño con una cocina actual (en Barcelona) http://t.co/HbW3vNQeFD",EmilyArnow,2015-09-12 18:26:09,1442082369026,
Instalado #AtletiFCB http://t.co/wEAippa8zu,alvarovaldea,2015-09-12 18:26:09,1442082369129,
Atletico De Madrid,Rhiyuu,2015-09-12 18:26:09,1442082369295,
"**Free Tip**

Atletico -v- Barca
Under 2.5 Goals at 1.68 (4/6) with most.. Starts in 5 minutes",Bookieinsiders,2015-09-12 18:26:09,1442082369669,
Barcelona line-up (official): TerStegen - SergiRoberto Mascherano Vermaelen Alba - Rakitic Busquets Iniesta - Rafinha Suarez Neymar #fcblive,FCBI_Jakarta,2015-09-12 18:26:09,1442082369736,
barcelona vs altlico madrid ya?bentar lagi,oktorinaldo,2015-09-12 18:26:09,1442082369711,
"Messi, suplente en el Barcelona; Torres, titular en el Atlético: El argentino Lionel Messi, atacante del Barce... http://t.co/kY5IfzfU7W",folklorisima,2015-09-12 18:26:09,1442082369688,
Up next. Barcelona vs a Madrid. I never stand up from. This chair in like 4 hours all cos football,dolamuO,2015-09-12 18:26:09,1442082369841,
"@FCBarcelona_es Watch HD live Stream

#Barcelona vs #Atletico Madrid

Link&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;http://t.co/I3pxEdl73v http://t.co/uJes89GFlU",SunnyLeaon5,2015-09-12 18:26:09,1442082369906,
Today would be perfect if atletico would hammer barcelona!,Berbatova,2015-09-12 18:26:10,1442082370308,
Galatasaray - Atletico Madrid maçına satilik biletim var. İsteyen ulaşsın. Kale arkası. ( kombineden paslicam),kadir_oguzhan,2015-09-12 18:26:10,1442082370405,
Good luck #Barcelona ❤️💙,Dalal7196,2015-09-12 18:26:10,1442082370366,
LIVE MATCH: Susunan Pemain Atletico Madrid Vs Barcelona: Lionel Messi duduk di bangku cadangan. http://t.co/tRSXy58kg3,n4rd175,2015-09-12 18:26:10,1442082370400,
Messi banco pro Rafinha.. kkkkkkkkkkkkkkkkkkkk.. https://t.co/xEHN6b1wQy,valenadaTH,2015-09-12 18:26:10,1442082370502,
??? https://t.co/oNbua4e6FI,PatG_,2015-09-12 18:26:10,1442082370686,
I ara Atletico-Barça...tarda d'esport #ForçaBarça,XaviAndorra,2015-09-12 18:26:10,1442082370896,
"Atletico-Barcelona kan ses på danskespil.dk – og spilles lige her!
https://t.co/El76yuwiqP 
Husk hattrick-tilbuddet! http://t.co/nN8THiiTFg",OddsetDK,2015-09-12 18:26:10,1442082370922,
"Mais um clássico pra acompanhar, Atleti x Barcelona.",marcosShakur,2015-09-12 18:26:11,1442082371245,
Athletico Madrid vs Barcelona next. Then I'm calling it a day.,AbrantieSimms,2015-09-12 18:26:11,1442082371088,
"When you are facing Atletico Madrid , and you are benching the best player in history 
#LuchoThings",gillfreiha,2015-09-12 18:26:11,1442082371382,
@Timundi https://t.co/P404VWyCSY,lasaldecolombia,2015-09-12 18:26:11,1442082371537,
Uzosindela ichiefs otherwise it was going to be a bad weekend for u.. I'm counting Barcelona too bazodliwa @phathumush,TpeeNkosi,2015-09-12 18:26:12,1442082372091,
Un intratable Cristiano Ronaldo armó la fiesta del Real en Barcelona. El portugués metió cinco goles en el 6-0... http://t.co/4MF0L2sx5O,DeportesGamba,2015-09-12 18:26:12,1442082372194,
"Después de 40 partidos consecutivos, el mejor vuelve a empezar desde el banco.. #AtletiFCB",JSpecos,2015-09-12 18:26:12,1442082372209,
É já amanhã que o meu pai vai em trabalho com a empresa em Barcelona,minnie_do_jb,2015-09-12 18:26:12,1442082372307,
LIVE MATCH: Susunan Pemain Atletico Madrid Vs Barcelona: Lionel Messi duduk di bangku cadangan. http://t.co/CQlgUCFsXe,yanbu159,2015-09-12 18:26:12,1442082372716,
Atlético de Madrid x Barcelona 📺,andreyarievilo,2015-09-12 18:26:12,1442082372998,
"Es que el Atletico no es un rival digno para que Messi juegue, como México. JAJAJA https://t.co/RqgPrJ4tz9",GerardoLArroyo,2015-09-12 18:26:12,1442082372976,
jmet barca atletico,kblht,2015-09-12 18:26:13,1442082373612,
@ButheleziRyan @robertmarawa they must go tell that to MSN of Barcelona FC. Clearly the experts haven't been watching the beautiful game.,onderrok,2015-09-12 18:26:13,1442082373916,
Back to Barcelona 😔 http://t.co/8JMBIpeWPi,drarizonaswan,2015-09-12 18:26:14,1442082374077,
"@DarekTsuben En Barcelona y alrededores sí, por lo menos.",Dorothy_ssi,2015-09-12 18:26:14,1442082374415,
"Próxima semana de Champions League con Barcelona vs. Roma, partidazo el miércoles :')",lukalfa,2015-09-12 18:26:14,1442082374575,
LIVE MATCH: Susunan Pemain Atletico Madrid Vs Barcelona: Lionel Messi duduk di bangku cadangan. http://t.co/VvD9LDQbsc,pasarmalemrame,2015-09-12 18:26:14,1442082374870,
C’s – Carpa Informativa en Plaça Espanya (Barcelona) 12/09/2015 http://t.co/XItc2csFSq,VeoPolitica,2015-09-12 18:26:15,1442082375090,
@Mrod_27 @pepegh7  zanjo el debate me voy a ver el atletico un saludo a los dos pepe te nomino con tres puntos jaaaa un abrazo,herrero33,2015-09-12 18:26:15,1442082375148,
And now to wait for the Barcelona game to start.,ibeowning,2015-09-12 18:26:15,1442082375284,
"Retweeted FC Barcelona (@FCBarcelona_cat):

Mitja hora per l'inici del partit al Vicente Calderón. Fes RT per... http://t.co/1a4ekK4P8f",LEECASTRO_SDN,2015-09-12 18:26:15,1442082375228,
Barcelona Fc -( Messi) Vs Atl Madrid (Jackson Chachacha Martinez),jhoviva,2015-09-12 18:26:15,1442082375490,
Chegou a hora de secar aqueles catalão do Barcelona,lcsfischer,2015-09-12 18:26:15,1442082375597,
"Bu Atletico Madrid, Bu Barcelona'yı yener..
En kötü berabere biter...
#Galatasaray #Atleticomadrid",OMERCAN_571,2015-09-12 18:26:15,1442082375730,
"LA PUTA MADRE, ME DESPIERTO PARA VER ATLETICO DE MADRID - BARCELONA Y NO JUEGA NI MESSI NI VIETTO, LA CONCHA DE TU MADRE",ElFocu5,2015-09-12 18:26:15,1442082375879,
"A continuación el partido entre los dos ultimos campeones de la Liga Española: Atlético de Madrid vs Barcelona. 

Messi no va de inicio.",BHDeportes,2015-09-12 18:26:16,1442082376380,
FC BARCELONA ⚽💕👏😍,VictorQuitumbo,2015-09-12 18:26:16,1442082376572,
@Evelyn_FCB God bless you. #TEAMMESSI #FCB #VISCABARCA #FBLIVE #FORCABARCA,shileola_lamar,2015-09-12 18:26:16,1442082376518,
Despues de disfrutar con el partidazo de la seleccion. A ver que tal va el partido del Barça-Atletico,Carlos_Mat1,2015-09-12 18:26:16,1442082376888,
Atlético Madrid v Barcelona: La Liga – live!: La Liga updates from the 7.30pm BST kick-off at the Vicente... http://t.co/xjNbleVIyA #fpl,PerdanaLiga,2015-09-12 18:26:16,1442082376841,
"Enough of the curtain raising, it's time for action proper, #AtletiFCB 
Big match",stev0100,2015-09-12 18:26:16,1442082376975,
Atletico vs Barca,Carlansfh300,2015-09-12 18:26:17,1442082377095,
LIVE MATCH: Susunan Pemain Atletico Madrid Vs Barcelona: Lionel Messi duduk di bangku cadangan. http://t.co/NDkNVtQWPS,papasayahebat,2015-09-12 18:26:17,1442082377060,
Barcelona vs Atletico Madrid.....,Bail_eeee,2015-09-12 18:26:17,1442082377255,
5 minutos #AtletiFCB,VanesaTSerna,2015-09-12 18:26:17,1442082377963,
"neymar já fez 413 jogos pelo Barcelona, nem parece",wariaxna,2015-09-12 18:26:18,1442082378000,
"In exactly 5 minutes, Barcelona will play the 3rd Liga game of the season, away against Atletico #fcblive",barcelonist_boy,2015-09-12 18:26:18,1442082378123,
"next up: Atletico v Barca. 
love football weekends man!",fuckmoh,2015-09-12 18:26:18,1442082378210,
"@FCBarcelona_es 5mints in #KICKOFF
#Barcelona vs #AtleticoMadrid 
HD Live Streaming here&gt;&gt;http://http://t.co/IYjjdJ27sa
/",nooremersonion,2015-09-12 18:26:18,1442082378198,
Agora vou ver o Atl. Madrid x Barcelona,JahBarross,2015-09-12 18:26:18,1442082378297,
Time to watch Atletico who I actually care about,zaidiecoutinho,2015-09-12 18:26:18,1442082378339,
"Vamos a ver el Partidazo del Plus para acabar la tarde antes de cenar. 
 Atlético- FC Barcelona",EnriqueFuertes,2015-09-12 18:26:18,1442082378413,
"#LigaEspañola En Directo: 
Atlético  vs Barcelona│Link: http://t.co/kJMzWV5acv http://t.co/esIT8GtVMi",ElSalvadortupai,2015-09-12 18:26:19,1442082379102,
"المباراة على وشك الانطلاق. #رابط
#بث
#مباشر
#مباراة
#برشلونة
#اتلتكو_مدريد
#HD 
#ميسي
#سواريز 
#نيمار 
#انيستا 

http://t.co/16cjBla0bJ",samaelkora,2015-09-12 18:26:19,1442082379126,
LIVE MATCH: Susunan Pemain Atletico Madrid Vs Barcelona: Lionel Messi duduk di bangku cadangan. http://t.co/vH0uhBnPot,DionMawan,2015-09-12 18:26:19,1442082379271,
"El Partidazo!!! 🔴⚪🔴⚪🔵🔴🔵🔴

#AtletiFCB",Badajoz_FCB,2015-09-12 18:26:19,1442082379311,
@hsnyldrm1979 atletico maçını düşünemiyorum isallah fark yemeyiz bizi bu durumlara düşürenler ne zaman istifa eder acaba :((,HASANN_OZEN,2015-09-12 18:26:19,1442082379620,
barca atletico who winnin?,arod24__,2015-09-12 18:26:19,1442082379631,
Come on Barca #AtletiFCB,aa_aashim,2015-09-12 18:26:20,1442082380131,
GUANYAREM!! BAR-SA!  #SOYLEYENDA !!  #fcblive #FCBarcelona #ForcaBarca #LigaBBVA #FCB #Barça #Barcelona,gallolodelbombo,2015-09-12 18:26:20,1442082380256,
"It's #Barca time!! 😀😀😀😀

FC Barcelona vs Atletico Madrid 

Let's do this guys........",claudywenky,2015-09-12 18:26:20,1442082380368,
"Live HD Atl. Madrid Vs Barcelona on http://t.co/hyjtTY43wd
#FCB #Rojeblancos #atleticomadrid #ROJEBlancos #barcelona #espagna",footinhd2,2015-09-12 18:26:20,1442082380495,
BARCAAAAA!!! ❤️💙❤️💙 finally get to watch my babes today. been so long and i missed them so bad. #AtletiFCB,gabbyallover,2015-09-12 18:26:20,1442082380556,
watching Barcelona vs Athletico Madrid,adismith13,2015-09-12 18:26:20,1442082380811,
A ver el futbol aver si pierde el atletico de madrid 😁,RanoMoreno,2015-09-12 18:26:20,1442082380870,
@marcinnaps Obudzi się Atletico.,miszowaty,2015-09-12 18:26:20,1442082380978,
LIVE MATCH: Susunan Pemain Atletico Madrid Vs Barcelona: Lionel Messi duduk di bangku cadangan. http://t.co/WbpfozZVxy,mamasayahebat,2015-09-12 18:26:21,1442082381317,
MINUTO A MINUTO: A. de Madrid vs. Barcelona (Por comenzar) (http://t.co/Fp1F2YsUQP) http://t.co/siJ12BX4Sv http://t.co/oWyisXN7Qv,1001ptsmx,2015-09-12 18:26:21,1442082381315,
"@Atleti @Simeone Watch HD live Stream

#Barcelona vs #Atletico Madrid

Link&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;http://t.co/I3pxEdl73v
[]",SunnyLeaon5,2015-09-12 18:26:21,1442082381413,
"Ahora estaré pendiente del partidazo entre el Atlético de Madrid vs FC Barcelona, mañana dejaré un último pronóstico para el Málaga vs Eibar",DavidRS15,2015-09-12 18:26:21,1442082381604,
Barcelona Let's play better today please,Bigabazz,2015-09-12 18:26:21,1442082381633,
"Apasionante Atlético de Madrid-Barcelona. Ambos llevan pleno de triunfos. El Barça, con Messi en el banquillo. El Atleti, con Torres arriba.",AMoralesCalzada,2015-09-12 18:26:21,1442082381634,
Atletico vs barca soon,HazardouS___,2015-09-12 18:26:22,1442082382094,
#AtletiFCB #ForçaBarça,allan_pratomo,2015-09-12 18:26:22,1442082382344,
#photography Barcelona Alley by Jeremy Joslin http://t.co/Cz9sQcixpu http://t.co/oDYIfJuFe7,SandyDarrel,2015-09-12 18:26:22,1442082382459,
@Northweek Atlético de Madrid 1 - 2 F.C Barcelona #nwporra,fran_perez700,2015-09-12 18:26:22,1442082382629,
Now Atletico vs Barca... Fernando Torres to grab a couple ;),Albz03,2015-09-12 18:26:22,1442082382779,
#Ofertas MOROCCANOIL http://t.co/kIQwT26jA1 #cabello #Mujeres #Madrid #Barcelona #Valencia #Sevilla #peluqueria http://t.co/xObBS9t3nC,wapasonline,2015-09-12 18:26:23,1442082383012,
LIVE MATCH: Susunan Pemain Atletico Madrid Vs Barcelona: Lionel Messi duduk di bangku cadangan. http://t.co/7pPFxrqDXZ,rizkicahya167,2015-09-12 18:26:23,1442082383312,
time for barca v atletico!,alfnmzln,2015-09-12 18:26:24,1442082384023,
Lanjut Atletico vs Barcelona...,Truff_C,2015-09-12 18:26:24,1442082384118,
Mañana voy a tener que tomar antidepresivos los gemelos van a estar en Barcelona y yo me tengo que joder por mi madrexd,itsAngela06,2015-09-12 18:26:24,1442082384083,
Rest in beast https://t.co/bIYAq4SCl1,malvika97,2015-09-12 18:26:24,1442082384274,
"Mediapro | Liga BBVA 

- Atlético de Madrid x Barcelona.",Aldo_LuizSF,2015-09-12 18:26:24,1442082384424,
"Este domingo desde las 14h30, no te pierdas la transmisión de Caravana del Clásico del Astillero: Emelec-Barcelona http://t.co/qUp8IGjcCQ",CaravanaDeporte,2015-09-12 18:26:24,1442082384710,
Barcelona vs Atletico 😌👏👏,KevinTex14,2015-09-12 18:26:24,1442082384743,
Saldır BARCELONA! #AtletiFCB #Barça 😘✌ http://t.co/iUN4NpfY4r,sumeyyemario,2015-09-12 18:26:25,1442082385169,
Our boy Messi isn't starting  https://t.co/Nmo4kgRagO,Matthewekeoku,2015-09-12 18:26:25,1442082385275,
LIVE MATCH: Susunan Pemain Atletico Madrid Vs Barcelona: Lionel Messi duduk di bangku cadangan. http://t.co/gNx7kw6SSa,mynameisyadi,2015-09-12 18:26:25,1442082385348,
@BryantEslava come to BARCELONA🙏🏾🙏🏾❤️,GrierFtDallaas,2015-09-12 18:26:25,1442082385479,
"@FCBarcelona 4mints in #KICKOFF
#Barcelona vs #AtleticoMadrid 
HD Live Streaming here&gt;&gt;http://http://t.co/IYjjdJ27sa",nooremersonion,2015-09-12 18:26:25,1442082385357,
I swear if Atletico win tonight I might just become an alcoholic.,ItsPrince97,2015-09-12 18:26:25,1442082385564,
⚽⚽⚽💪💪💪 #AtletiFCB,Ortizz26,2015-09-12 18:26:26,1442082386049,
"D.I.C.E. Europe 2015, Sep 13 @ W Barcelona, http://t.co/wfWAPaxqxX #Conferences #Barcelona #DICE #Europe",eventsforgamers,2015-09-12 18:26:26,1442082386056,
On to the men who play football with there eye close..Barcelona...#FcAvsFCB..#CFC forever @Omaakatugba,iamadamson,2015-09-12 18:26:26,1442082386155,
Wehh dia sambung game barcelona pulakk dahh 😌 ni baru layan,svphry,2015-09-12 18:26:26,1442082386417,
Right now that's over time for Atletico vs A Messi-less Barça,Munchkineo,2015-09-12 18:26:26,1442082386599,
#AtletiFCB Mi sofá tiene la marca de mi culo esta tarde,unapulgadamas,2015-09-12 18:26:27,1442082387204,
VAMOS ATLETI !!!!!! #AtletiFCB,GOALMANN,2015-09-12 18:26:27,1442082387237,
La primera casa diseñada por Gaudí en Barcelona abrirá como museo en 2016... http://t.co/0P86YJkObz,RedwingsChile,2015-09-12 18:26:27,1442082387180,
LIVE MATCH: Susunan Pemain Atletico Madrid Vs Barcelona: Lionel Messi duduk di bangku cadangan. http://t.co/iN8vmoNhKy,lydia5667,2015-09-12 18:26:27,1442082387397,
"Links do jogo #AtletiFCB 

http://t.co/7QMEoehLKA
http://t.co/JL2rYODxfr
http://t.co/QYE1BMJOtL
http://t.co/1lfuUNO9dO
@CanalBarca_pt",oiguus,2015-09-12 18:26:28,1442082388159,
"Atlético - Barcelona 
Independiente - Racing 
Huracán - San Lorenzo
Central - Newell`s
Estudiantes - Gimnasia
Riber - Boca 
👆👍👌",_LuciaOrsi,2015-09-12 18:26:28,1442082388368,
🚗⚡️🔋@TeslaMotors all of the above &amp; below #Boston #NewOrleans #Barcelona #NorthCape #Shanghai #Beijing #TeslaCharging http://t.co/RRHjOtLgVD,TimOster,2015-09-12 18:26:28,1442082388132,
Juega el Barcelona que nadie moleste.. jajja,Kevinvaldivia22,2015-09-12 18:26:29,1442082389066,
LIVE MATCH: Susunan Pemain Atletico Madrid Vs Barcelona: Lionel Messi duduk di bangku cadangan. http://t.co/E64HtPfUCp,YayanVella,2015-09-12 18:26:29,1442082389347,
Real Madrid aplastó 6-0 al Espanyol de Barcelona. Manita de CR7 y tanto de Benzema. Máquinas. http://t.co/QV1JlO1tiW,Golazofutbol,2015-09-12 18:26:29,1442082389543,
"@FCBarcelona_es 4mints in #KICKOFF
#Barcelona vs #AtleticoMadrid 
HD Live Streaming here&gt;&gt;http://http://t.co/IYjjdJ27sa",nooremersonion,2015-09-12 18:26:29,1442082389676,
"Atleeti Atleeti
Atletico de Madrid !!",ImooTheMerc,2015-09-12 18:26:30,1442082390235,
Nobar Atletico vs Barcelona with Indobarca (at @familymart_id) — https://t.co/QdceJWBy3V,afrizalmhmd,2015-09-12 18:26:30,1442082390355,
"http://t.co/ubr3YSFnKP deepchauhan45 Watch Youtube HD: #AupaAtleti vs #FCBarcelona
#AtletiFCB #FCBlive #Barca #Messi #Neymar 

Link: …",iamshhreya,2015-09-12 18:26:30,1442082390486,
